
114	-3.00909	0	1
115	6.50895	2	-1
116	7.61111	0	-1
117	8.70435	4	-1
118	-0.622291	-4	1
119	1.175	-1	0
120	-1.95614	2	1
121	-4.51765	3	0
122	-6.70435	-6	-1
123	1.28676	1	-1
124	-3.33575	1	-1
125	5.58696	2	0
126	6.18452	1	0
127	3.36364	1	-1
128	1.32828	5	0
129	-6.55	4	-1
130	-0.189474	-2	0
131	-2.30435	1	-1
132	-5.03268	0	0
133	1.38235	1	0
134	1.00909	2	0
135	0.829545	-3	-1
136	-0.357143	3	-1
137	-0.125	2	-1
138	-8.35435	-4	-1
139	7.82828	2	1
140	7.49444	0	-1
141	-5.30952	2	1
142	4.08824	1	1
143	-7.78409	1	-1
144	-4.65508	-3	0
145	-1.68696	3	0
146	1.29167	-1	1
147	10.6957	4	1
148	2.18947	-4	-1
149	-1.0101	3	-1
150	-5.66667	1	-1
151	1.21196	5	0
152	-0.982213	-3	-1
153	5.65497	0	1
154	-0.590476	-1	1
155	0.655556	0	0
156	-0.468379	0	1
157	2.38235	1	-1
158	6.425	1	1
159	-0.457219	0	-1
160	-4.18078	-1	-1
161	6.81818	4	1
162	-6.46196	-2	1
163	-6.51487	-5	-1
164	1.34444	-5	-1
165	0.811765	0	-1
166	2.99265	-3	0
167	-6.30952	1	-1
168	0.116667	-1	0
169	7.8913	6	1
170	4.55556	3	1
171	-11.164	-6	-1
172	-0.354545	3	-1
173	3.19856	-4	1
174	-5.375	0	0
175	-0.233333	5	-1
176	4.16765	3	1
177	-3.96324	-2	-1
178	8.11387	5	0
179	-7.5314	3	-1
180	-3.1732	-6	-1
181	-3.82086	2	0
182	-6.3498	-5	-1
183	7.84444	-1	1
184	-1.76667	-2	1
185	2.58178	5	0
186	6.98325	3	-1
187	6.58696	1	1
188	5.25	-1	-1
189	4.71053	1	1
190	1.0314	-3	1
191	-2.22129	1	1
192	-8.47101	-4	-1
193	9.17273	-1	1
194	2.3413	2	-1
195	-2.53409	-3	0
196	-3.54545	-3	-1
197	3.3268	-1	1
198	4.775	2	1
199	2.57843	-2	1
200	-7.64773	0	-1
201	-0.277433	-1	0
202	-8.8913	-4	-1
203	-0.35	1	-1
204	7.3599	6	1
205	6.90909	4	0
206	-5.84444	-5	1
207	-4.58553	0	-1
208	2.1631	5	1
209	4.9	5	0
210	-1.32213	2	1
211	-3.92717	-2	0
212	-1.46732	-1	0
213	2.35455	0	0
214	2.22464	2	-1
215	6.31944	3	1
216	-1.83947	-1	-1
217	-1.92935	-3	-1
218	3.27273	-1	1
219	-8.85354	-3	0
220	-6.775	-5	-1
221	-6.36096	-4	-1
222	-4.34585	2	1
223	0.934524	-2	-1
224	1.65	0	0
225	0.845029	3	1
226	0.0797101	-3	0
227	-1.94444	0	-1
228	1.80435	1	0
229	5.52674	1	0
230	-5.55	-2	-1
231	2.0415	-1	1
232	7.17273	4	0
233	-0.180556	0	0
234	-1.599	1	0
235	0.875	1	0
236	-4.28431	-3	-1
237	6.9	7	0
238	-2.46176	-1	-1
239	-9.71344	-3	-1
240	9.83575	0	0
241	-2	-3	0
242	-4.375	-2	-1
243	-4.2046	-4	0
244	5.4899	3	-1
245	4.18078	-2	-1
246	0.240476	4	-1
247	-2.35354	1	0
248	5.89258	4	1
249	6.66667	6	1
250	-2.39773	-2	0
251	-4.54545	-2	-1
252	-6.5	-3	-1
253	2.81176	2	0
254	-3.5163	6	-1
255	3.71053	0	1
256	1.40952	1	-1
257	10.1818	3	-1
258	0.0369565	0	-1
259	-4.1867	-2	-1
260	-6.54167	-5	1
261	-6.18452	2	-1
262	-1.28676	-1	-1
263	-5.58696	-3	-1
264	4.51765	1	-1
265	6.70435	5	1
266	3.33575	-4	1
267	1.95614	2	-1
268	-1.32828	0	-1
269	-3.36364	0	-1
270	6.55	4	1
271	-7.61111	0	-1
272	-6.50895	1	-1
273	-8.70435	-4	-1
274	3.00909	-1	1
275	-1.175	-1	1
276	0.622291	2	0
277	1.76407	1	-1
278	5.43056	2	1
279	-1	1	-1
280	8.85968	2	1
281	-1.00909	-2	0
282	0.189474	-2	-1
283	2.30435	0	1
284	0.357143	1	-1
285	-0.829545	-3	-1
286	0.125	3	-1
287	4.65508	1	-1
288	1.68696	0	-1
289	7.78409	3	-1
290	-1.29167	4	0
291	5.30952	3	1
292	-10.6957	-8	-1
293	-2.18947	4	0
294	-4.08824	-2	1
295	-7.49444	-1	-1
296	1.0101	2	-1
297	6.51487	8	1
298	-7.8913	-8	-1
299	-6.81818	-1	-1
300	8.85354	1	-1
301	6.30952	2	1
302	-0.116667	3	-1
303	-1.34444	0	-1
304	-2.99265	-2	-1
305	6.46196	0	1
306	-0.811765	-2	-1
307	0.982213	5	1
308	0.590476	-2	0
309	-1.21196	3	1
310	5.66667	3	1
311	-6.425	-4	0
312	-2.38235	0	0
313	-5.65497	-4	-1
314	0.457219	4	-1
315	-0.655556	2	0
316	0.468379	-4	1
317	-5.9	-5	-1
318	2.49872	1	0
319	-2.51765	-2	-1
320	8.7663	7	0
321	1.35909	-2	0
322	-0.165072	-2	1
323	7.17935	7	1
324	-1.38235	1	0
325	-7.82828	-1	-1
326	8.35435	2	0
327	5.03268	0	1
328	3.08824	4	1
329	-1.9913	-2	-1
330	-0.475	-2	1
331	2.32817	5	-1
332	-1.59957	5	0
333	2.12121	1	0
334	0.994444	0	-1
335	2.27273	3	-1
336	1.06944	2	0
337	-8.3913	0	-1
338	-8.82273	1	-1
339	-1.70588	-3	-1
340	1.24242	-4	1
341	-1.525	1	-1
342	5.55556	0	0
343	4.42045	2	1
344	3.9913	0	0
345	-7.25397	-5	-1
346	2.80435	-2	0
347	1.87643	0	-1
348	-4.80307	1	1
349	0.313043	2	1
350	8.58225	6	0
351	-7.90909	0	-1
352	1.11111	0	1
353	2.00455	-2	0
354	3.9	6	1
355	-2.25735	-1	0
356	-0.859903	1	1
357	-0.664474	0	0
358	-8.93939	-4	-1
359	-0.753968	-1	1
360	-0.944444	-1	0
361	7.5314	1	1
362	5.375	2	1
363	-4.16765	-1	-1
364	3.96324	5	1
365	0.233333	0	-1
366	0.354545	2	1
367	-3.19856	-1	0
368	-8.11387	-1	-1
369	-4.55556	-5	-1
370	11.164	3	1
371	-3.3268	-2	-1
372	-4.775	-6	-1
373	-9.17273	-3	1
374	3.54545	4	1
375	2.53409	2	0
376	2.22129	-4	1
377	-4.71053	-2	-1
378	8.47101	3	0
379	-2.3413	0	-1
380	-1.0314	2	0
