
1	-4.20707	0	-1
2	-7.33571	0	1
3	3.79783	0	0
4	1.03333	0	1
5	0.543478	0	1
6	-3.3913	0	-1
7	6.71619	0	1
8	10.0136	0	1
9	-11.572	0	-1
10	-5.54167	0	-1
11	-9.64935	0	-1
12	4.71667	-2	1
13	-3.49348	-1	0
14	2.86051	1	-1
15	-1.41667	2	0
16	-0.2	-2	0
17	-5.33182	0	-1
18	6.6746	1	1
19	10.3496	2	-1
20	-5.33983	-2	-1
21	1.12364	1	0
22	-10.1667	0	-1
23	6.8413	0	0
24	-0.0833333	1	-1
25	0.847826	2	-1
26	1.18182	-1	1
27	4.45	1	-1
28	1.85111	-1	-1
29	0.567288	-1	1
30	-0.186364	2	-1
31	-11.39	-1	-1
32	2.70238	1	1
33	-1.37681	-1	0
34	-0.182971	1	0
35	5.77652	0	0
36	5.75	3	1
37	-6.21146	-1	-1
38	4.91364	2	-1
39	-0.5	0	0
40	4.86508	4	0
41	-0.937888	-1	1
42	-4.88889	-3	1
43	-4.625	-2	1
44	0.343478	-1	-1
45	3.45	1	1
46	-7.0303	-2	-1
47	-4.86818	-1	-1
48	4.67381	1	1
49	9.25494	2	1
50	0.281667	0	-1
51	2.5	-1	0
52	8.24405	3	-1
53	-4.72464	1	1
54	3.20833	-1	-1
55	-7.28348	-1	1
56	-4.65	-4	-1
57	5.52619	3	1
58	-1.52964	-2	1
59	5.08889	6	1
60	-2.03333	-2	-1
61	-3.50833	3	-1
62	4.80797	-1	1
63	-0.151515	4	-1
64	1.92262	-3	0
65	-9.53889	-5	-1
66	6.94	2	1
67	8.71146	2	1
68	0.0238095	-1	-1
69	-5.86364	-5	1
70	6.09348	4	0
71	3.97222	1	0
72	-6.39783	-5	-1
73	-11.7549	-2	-1
74	-6.65833	-1	-1
75	-6.74	3	0
76	-1.2253	3	0
77	-0.22381	-5	-1
78	6.95833	4	1
79	7.14935	0	1
80	5.48333	1	1
81	10.2	9	1
82	4.73571	3	1
83	-5.43237	1	-1
84	-6.05818	-3	-1
85	-3.04348	1	0
86	0.833333	-3	-1
87	1.11667	5	-1
88	-1.4053	0	-1
89	-0.52381	-2	0
90	-9.07197	-1	-1
91	6.94697	6	-1
92	5.90667	1	1
93	3.50833	-3	-1
94	-7.30616	-3	-1
95	-0.681818	8	0
96	-4.10652	-6	-1
97	-1.28571	2	0
98	-0.661111	-2	-1
99	2.41364	-1	0
100	3.91511	2	-1
101	-2.10559	1	-1
102	-8.40711	-1	0
103	7.6	7	0
104	-4.05556	-3	-1
105	-3.70833	-3	-1
106	0.347826	1	-1
107	-4.44697	-1	1
108	6.65833	4	-1
109	-1.19	2	-1
110	0.658009	-1	0
111	1.93889	1	0
112	-5.55	1	-1
113	-0.809524	0	1
114	-0.941667	-2	1
115	-1.76449	-4	-1
116	-0.881818	1	-1
117	8.36364	3	1
118	-1.0947	-1	-1
119	10.6313	6	0
120	-1.24224	-1	0
121	1.58571	0	0
122	9.4413	4	1
123	-2.26818	-2	-1
124	-3.80217	0	-1
125	1.33333	0	-1
126	-1.46014	-2	-1
127	1.37636	3	0
128	8.59722	4	-1
129	-7.86364	-1	-1
130	-6.43452	0	-1
131	4.15	1	-1
132	-9.25833	-4	-1
133	-5.73671	0	-1
134	-3.79	-1	1
135	-1.78571	0	1
136	-4.57312	0	0
137	8.06364	2	1
138	0.892857	4	-1
139	4.5303	4	1
140	7.00181	2	1
141	-5.82333	2	1
142	0.758696	-1	-1
143	-5.38889	-2	-1
144	6.45833	5	0
145	7.18182	2	-1
146	-0.304348	0	1
147	5.56364	1	1
148	-2.61905	7	-1
149	-2.6	-1	0
150	-3.73214	-1	0
151	-0.908333	0	-1
152	3.34783	0	-1
153	-12.5136	0	-1
154	-2.11667	-5	-1
155	-0.916667	-5	0
156	0.3	1	0
157	4.39015	3	0
158	8.52571	-2	1
159	0.871636	0	0
160	-0.474747	2	1
161	-8.78019	-3	-1
162	5.56667	1	1
163	5.625	7	1
164	-7.24	-1	-1
165	-2.46753	-2	-1
166	-0.647826	3	0
167	-3.16486	3	0
168	5.36364	3	1
169	2.92619	2	1
170	2.31364	1	0
171	10.4483	0	1
172	-2.86429	1	1
173	3.8913	-1	1
174	-7.83983	-3	-1
175	-3.15	-6	1
176	-0.234848	-1	-1
177	1.68116	-4	1
178	-5.90711	-6	0
179	6.05	3	1
180	-1.56944	-1	-1
181	-0.0434783	1	0
182	1.80952	2	0
183	4.54167	1	-1
184	-11.1083	-3	-1
185	7.58783	2	1
186	3.6913	1	0
187	-2.95	-3	-1
188	4.63333	-1	1
189	-2.97475	1	-1
190	-4.68182	-1	-1
191	6.43452	6	1
192	-9.4413	-3	-1
193	3.80217	0	0
194	-1.33333	-2	-1
195	-8.59722	-1	-1
196	7.86364	3	1
197	2.26818	2	0
198	-1.58571	-4	1
199	1.46014	4	-1
200	-1.37636	-1	1
201	11.572	5	1
202	3.3913	-1	1
203	-3.79783	-4	-1
204	-1.03333	1	1
205	-0.543478	2	-1
206	-10.0136	-4	-1
207	-6.71619	-6	-1
208	5.54167	5	1
209	4.20707	2	1
210	7.33571	4	1
211	0.2	-2	0
212	-4.71667	-5	-1
213	5.33182	0	-1
214	-10.3496	-9	-1
215	-2.86051	1	-1
216	1.41667	1	1
217	-6.6746	-3	0
218	5.33983	8	1
219	-1.12364	-1	-1
220	3.49348	2	0
221	-10.6313	-5	-1
222	1.76449	1	0
223	5.55	5	0
224	0.809524	3	-1
225	0.941667	-3	-1
226	-1.93889	1	-1
227	1.24224	1	-1
228	-8.36364	-7	0
229	0.881818	-5	-1
230	1.0947	1	1
231	-1.11667	3	1
232	0.52381	-1	-1
233	3.04348	3	-1
234	-4.73571	0	-1
235	-0.833333	2	1
236	9.07197	6	0
237	6.05818	5	-1
238	5.43237	3	0
239	-10.2	-4	-1
240	1.4053	-1	1
241	0.661111	1	-1
242	1.28571	0	1
243	-6.94697	-6	-1
244	4.10652	-1	-1
245	7.30616	4	0
246	0.681818	-3	0
247	-3.50833	-6	1
248	-3.91511	0	-1
249	-2.41364	-1	-1
250	-5.90667	-2	0
251	2.10559	1	0
252	3.70833	4	1
253	-0.347826	-3	-1
254	8.40711	7	0
255	1.19	-2	0
256	4.44697	4	1
257	4.05556	7	1
258	-0.658009	1	0
259	-4.91364	-3	-1
260	-5.75	1	-1
261	0.182971	0	1
262	-5.77652	-3	-1
263	1.37681	-2	0
264	0.5	0	-1
265	11.39	-2	1
266	-4.86508	-3	-1
267	-2.70238	1	-1
268	6.21146	3	-1
269	-3.45	6	-1
270	7.0303	6	1
271	4.625	-2	1
272	4.86818	2	-1
273	4.88889	3	1
274	0.937888	1	-1
275	-4.67381	1	0
276	-9.25494	-2	-1
277	7.28348	3	1
278	4.72464	-1	-1
279	4.65	0	1
280	1.52964	3	0
281	-2.5	-2	-1
282	10.1667	2	1
283	-6.8413	-1	-1
284	0.0833333	2	-1
285	-0.847826	-1	-1
286	-1.18182	3	-1
287	-4.45	-2	0
288	-0.567288	-1	1
289	9.64935	6	-1
290	-1.85111	3	1
291	0.186364	-1	1
292	-2.31364	-2	-1
293	8.78019	7	1
294	-2.92619	-2	-1
295	3.16486	0	-1
296	-5.625	-4	-1
297	-5.56667	0	-1
298	0.647826	2	-1
299	7.24	0	1
300	-5.36364	2	-1
301	2.46753	1	1
302	-5.52619	-3	0
303	-0.281667	0	1
304	2.03333	0	1
305	-3.20833	0	-1
306	-5.08889	-7	-1
307	-8.52571	-1	-1
308	12.5136	6	-1
309	0.916667	2	-1
310	-4.39015	-3	-1
311	-0.871636	3	-1
312	-3.34783	-2	0
313	0.908333	4	0
314	2.11667	5	1
315	0.474747	-6	-1
316	-0.3	3	1
317	-6.45833	-3	-1
318	2.61905	-2	1
319	-0.758696	1	1
320	3.73214	2	-1
321	5.82333	2	1
322	0.304348	1	1
323	-7.18182	3	-1
324	2.6	-6	-1
325	5.38889	6	1
326	-5.56364	-3	-1
327	2.86429	-1	-1
328	-1.68116	-1	-1
329	-3.8913	-3	1
330	0.234848	-5	-1
331	3.15	9	1
332	5.90711	-1	0
333	1.56944	-1	-1
334	7.83983	3	1
335	-6.05	0	-1
336	-7.6	-3	1
337	-6.65833	-7	0
338	-4.5303	1	-1
339	1.78571	2	0
340	4.57312	5	0
341	-0.892857	1	1
342	-4.15	4	1
343	-8.06364	-5	1
344	5.73671	8	1
345	9.25833	0	1
346	3.79	-2	-1
347	-7.00181	0	-1
348	2.95	5	-1
349	-4.54167	0	0
350	4.68182	0	1
351	-1.80952	-4	-1
352	0.0434783	0	-1
353	-7.58783	-4	-1
354	-3.6913	1	-1
355	2.97475	-4	1
356	11.1083	-4	1
357	-4.63333	-6	-1
358	5.86364	5	-1
359	-1.92262	2	-1
360	-6.94	-1	1
361	-4.80797	4	-1
362	0.151515	0	-1
363	-0.0238095	-1	1
364	3.50833	1	1
365	-6.09348	-1	-1
366	-8.71146	-6	0
367	9.53889	0	0
368	-10.4483	-3	-1
369	-8.24405	-4	-1
370	-0.343478	-2	-1
371	11.7549	4	1
372	-5.48333	2	0
373	6.65833	1	1
374	-3.97222	-5	-1
375	-6.95833	-7	-1
376	6.39783	7	1
377	6.74	1	0
378	0.22381	-5	1
379	-7.14935	-4	-1
380	1.2253	2	1
